Application order,Previous qualification (grade),Admission grade,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Is_Mature_Student,First_Generation_Student,Financial_Risk_Flag,Pass_Rate_1st_Sem,Pass_Rate_2nd_Sem,Evaluation_Load_Ratio_1st_Sem,Evaluation_Load_Ratio_2nd_Sem,Target_Encoded,Marital status_Single,Gender_Male,Daytime/evening attendance_Evening,Course_Health Sciences,Course_STEM,Course_Social & Humanities,Application mode_Other Special,Application mode_Special/Non-Traditional,Previous qualification_Higher Education,Previous qualification_Vocational/Technical,Mother's qualification_Higher Education,Mother's qualification_Vocational/Technical,Father's qualification_Higher Education,Father's qualification_Vocational/Technical,Mother's occupation_Clerical/Service,Mother's occupation_Professional/Managerial,Mother's occupation_Student,Mother's occupation_Unknown/Not Reported,Father's occupation_Clerical/Service,Father's occupation_Professional/Managerial,Father's occupation_Student,Father's occupation_Unknown/Not Reported,Displaced_Yes,Debtor_Yes,Tuition fees up to date_Yes,Scholarship holder_Yes,International_Yes
2.4908958903736655,-0.8048412577874374,0.022228767979372222,-0.4303628237699172,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
-0.5540677512436588,2.0768193183416446,1.0719261394817379,-0.562167955812708,0,6,6,6,14.0,0,0,6,6,6,13.666666666666666,0,0,0,1,1.0,1.0,1.0,1.0,2,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
2.4908958903736655,-0.8048412577874374,-0.15041882601772735,-0.562167955812708,0,6,0,0,0.0,0,0,6,0,0,0.0,0,0,1,1,0.0,0.0,0.0,0.0,0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.2071731591606723,-0.8048412577874374,-0.5095258215316947,-0.4303628237699172,0,6,8,6,13.428571428571429,0,0,6,10,5,12.4,0,0,1,0,1.0,0.8333333333333334,1.3333333333333333,1.6666666666666667,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False
-0.5540677512436588,-2.473171065020064,1.002867101882898,2.8647654772998528,0,6,9,5,12.333333333333334,0,0,6,6,6,13.0,0,1,1,0,0.8333333333333334,1.0,1.5,1.0,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.5540677512436588,0.03690696313447821,-0.8410092020061256,3.5237911375138067,0,5,10,5,11.857142857142858,0,0,5,17,5,11.5,5,1,1,1,1.0,1.0,2.0,3.4,2,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
-0.5540677512436588,0.7118222033331321,0.09819370933809662,-0.6939730878554988,0,7,9,7,13.3,0,0,8,8,8,14.345,0,0,1,0,1.0,1.0,1.2857142857142858,1.0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
1.7296549799693344,-1.0323407769555228,-0.9584095659241536,-0.16675255968433558,0,5,5,0,0.0,0,0,5,5,0,0.0,0,0,1,1,0.0,0.0,1.0,1.0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.9684140695650034,0.33265633805298966,0.16034684317705286,-0.2985576917271264,0,6,8,6,13.875,0,0,6,7,6,14.142857142857142,0,0,1,0,1.0,1.0,1.3333333333333333,1.1666666666666667,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True
-0.5540677512436588,0.40848951110901816,-0.27472509369563886,-0.6939730878554988,0,6,9,5,11.4,0,0,6,14,2,13.5,0,0,1,1,0.8333333333333334,0.3333333333333333,1.5,2.3333333333333335,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
-0.5540677512436588,0.48432268416504665,0.25012359205554346,-0.6939730878554988,0,6,6,6,12.333333333333334,0,0,6,7,5,14.2,0,0,1,0,1.0,0.8333333333333334,1.0,1.1666666666666667,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
